Life Expectancy,https://ourworldindata.org/grapher/annual-number-of-deaths-by-world-region,https://ourworldindata.org/grapher/difference-in-female-and-male-life-expectancy-at-age-45,https://ourworldindata.org/grapher/difference-in-male-and-female-life-expectancy,https://ourworldindata.org/grapher/difference-in-female-and-male-life-expectancy-at-birth,https://ourworldindata.org/grapher/differences-in-life-expectancy-are-more-regional-than-national,https://ourworldindata.org/grapher/expected-years-of-living-with-disability-or-disease-burden,https://ourworldindata.org/grapher/extreme-poverty-headcount-ratio-vs-life-expectancy-at-birth,https://ourworldindata.org/grapher/female-and-male-life-expectancy-at-birth-in-years,https://ourworldindata.org/grapher/female-minus-male-life-expectancy-vs-non-communicable-disease-death-rates,https://ourworldindata.org/grapher/female-to-male-life-expectancy-ratio,https://ourworldindata.org/grapher/future-life-expectancy-projections,https://ourworldindata.org/grapher/difference-in-life-expectation-by-sex,https://ourworldindata.org/grapher/healthy-life-expectancy-and-years-lived-with-disability,https://ourworldindata.org/grapher/healthy-life-expectancy-vs-health-expenditure-per-capita,https://ourworldindata.org/grapher/life-expectancy-at-birth-oecd,https://ourworldindata.org/grapher/life-expectancy,https://ourworldindata.org/grapher/life-expectancy-at-birth-total-years,https://ourworldindata.org/grapher/life-expectancy-at-age-10,https://ourworldindata.org/grapher/life-expectation-age-15-by-sex,https://ourworldindata.org/grapher/life-expectation-age-45-by-sex,https://ourworldindata.org/grapher/life-expectation-at-birth-by-sex,https://ourworldindata.org/grapher/life-expectancy-globally-since-1770,https://ourworldindata.org/grapher/life-expectancy-of-women-vs-life-expectancy-of-women,https://ourworldindata.org/grapher/life-expectancy-years-vs-real-gdp-per-capita-2011us,https://ourworldindata.org/grapher/life-expectancy-vs-gdp-per-capita,https://ourworldindata.org/grapher/median-age,https://ourworldindata.org/grapher/survival-to-age-65-of-cohort,https://ourworldindata.org/grapher/womens-life-expectancy-at-birth,https://ourworldindata.org/grapher/years-lived-with-disability-vs-health-expenditure-per-capita
Light,https://ourworldindata.org/grapher/efficiency-of-lighting-in-the-united-kingdom-lumen-hours-per-kilowatt-hour,https://ourworldindata.org/grapher/share-of-the-population-with-access-to-electricity,https://ourworldindata.org/grapher/lighting-in-the-united-kingdom-by-source-1700-2017,https://ourworldindata.org/grapher/the-price-for-lighting-per-million-lumen-hours-in-the-uk-in-british-pound
Literacy,https://ourworldindata.org/grapher/literate-and-illiterate-world-population,https://ourworldindata.org/grapher/piaac-mean-adult-numeracy-proficiency-2012-2015
Literacy,https://ourworldindata.org/grapher/literacy-rate-adults,https://ourworldindata.org/grapher/adult-literacy-female,https://ourworldindata.org/grapher/adult-literacy-rate-population-15-years-female,https://ourworldindata.org/grapher/adult-literacy-male,https://ourworldindata.org/grapher/literacy-rates-most-recent,https://ourworldindata.org/grapher/average-literacy-score-piaac-test-vs-national-literacy-rate,https://ourworldindata.org/grapher/gender-parity-index-gpi-literacy-rate-of-young-people-ages-15-24,https://ourworldindata.org/grapher/literacy-rate-adult-female-dhs-surveys-vs-unesco,https://ourworldindata.org/grapher/literacy-rate-adult-male-dhs-surveys-vs-unesco,https://ourworldindata.org/grapher/youth-literacy-female,https://ourworldindata.org/grapher/youth-literacy-males
Malaria,https://ourworldindata.org/grapher/malaria-deaths-by-age,https://ourworldindata.org/grapher/households-with-at-least-one-itn,https://ourworldindata.org/grapher/incidence-of-malaria-sdgs,https://ourworldindata.org/grapher/malaria-deaths-ihme,https://ourworldindata.org/grapher/number-of-malaria-cases-per-100000-individuals,https://ourworldindata.org/grapher/the-number-of-deaths-from-malaria-by-world-region
Marriage & Relationships,https://ourworldindata.org/grapher/age-at-marriage-women,https://ourworldindata.org/grapher/marriages-ending-divorce-uk,https://ourworldindata.org/grapher/divorces-per-1000-people,https://ourworldindata.org/grapher/avg-duration-marriages,https://ourworldindata.org/grapher/marital-status-of-lgbt-adults,https://ourworldindata.org/grapher/same-sex-marriage-country-count,https://ourworldindata.org/grapher/same-sex-households-us,https://ourworldindata.org/grapher/share-of-births-outside-marriage,https://ourworldindata.org/grapher/share-of-single-parent-families,https://ourworldindata.org/grapher/marriages-uk-ended-in-divorce,https://ourworldindata.org/grapher/women-married-by-age-15,https://ourworldindata.org/grapher/share-of-women-married-or-in-a-union,https://ourworldindata.org/grapher/women-married-by-age-18
Maternal Health,https://ourworldindata.org/grapher/sdg-target-on-maternal-mortality,https://ourworldindata.org/grapher/maternal-mortality-mdgs,https://ourworldindata.org/grapher/mdg5b-antenatal-care,https://ourworldindata.org/grapher/maternal-mortality,https://ourworldindata.org/grapher/maternal-mortality-slope-chart,https://ourworldindata.org/grapher/maternal-deaths-by-cause,https://ourworldindata.org/grapher/maternal-deaths-by-income-group,https://ourworldindata.org/grapher/maternal-mortality-rate-per-100000-live-births-around-the-world,https://ourworldindata.org/grapher/maternal-mortality-ratio-sdgs,https://ourworldindata.org/grapher/maternal-mortality-ratio-vs-gdp-per-capita,https://ourworldindata.org/grapher/maternal-mortality-vs-births-attended-by-health-staff,https://ourworldindata.org/grapher/maternal-mortality-vs-fertility,https://ourworldindata.org/grapher/maternal-mortality-vs-neonatal-mortality,https://ourworldindata.org/grapher/maternal-mortality-vs-health-expenditure-over-time,https://ourworldindata.org/grapher/number-of-maternal-deaths,https://ourworldindata.org/grapher/maternal-deaths-ihme,https://ourworldindata.org/grapher/number-of-maternal-deaths-by-region,https://ourworldindata.org/grapher/births-attended-by-health-staff-sdgs,https://ourworldindata.org/grapher/pregnant-women-receiving-prenatal-care,https://ourworldindata.org/grapher/lifetime-risk-of-maternal-death,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-2000-and-2017
Measles,https://ourworldindata.org/grapher/deaths-from-measles-in-London
Meat and Seafood Production & Consumption,https://ourworldindata.org/grapher/antibiotic-use-in-livestock,https://ourworldindata.org/grapher/antibiotic-use-in-livestock-in-europe,https://ourworldindata.org/grapher/antibiotic-use-in-livestock-vs-gdp-per-capita,https://ourworldindata.org/grapher/antibiotic-use-in-livestock-vs-meat-supply-per-capita,https://ourworldindata.org/grapher/aquaculture-farmed-fish-production,https://ourworldindata.org/grapher/beef-and-buffalo-meat-consumption-per-person,https://ourworldindata.org/grapher/beef-and-buffalo-meat-production-tonnes,https://ourworldindata.org/grapher/capture-fishery-production,https://ourworldindata.org/grapher/cattle-meat-yields-hectograms-100-grams-per-animal,https://ourworldindata.org/grapher/chicken-meat-production,https://ourworldindata.org/grapher/chicken-meat-yields-per-animal,https://ourworldindata.org/grapher/daily-meat-consumption-per-person,https://ourworldindata.org/grapher/dietary-land-use-vs-beef-consumption,https://ourworldindata.org/grapher/does-livestock-antibiotic-use-exceed-suggested-target,https://ourworldindata.org/grapher/egg-production-thousand-tonnes,https://ourworldindata.org/grapher/egg-yield-per-bird,https://ourworldindata.org/grapher/energy-efficiency-of-meat-and-dairy-production,https://ourworldindata.org/grapher/feed-required-to-produce-one-kilogram-of-meat-or-dairy-product,https://ourworldindata.org/grapher/fish-and-seafood-consumption-per-capita,https://ourworldindata.org/grapher/fish-consumption-vs-gdp-per-capita,https://ourworldindata.org/grapher/fish-seafood-production,https://ourworldindata.org/grapher/fish-catch-by-fishing-sector,https://ourworldindata.org/grapher/fish-catch-sector-bar,https://ourworldindata.org/grapher/fish-discards,https://ourworldindata.org/grapher/fish-landings-and-discards,https://ourworldindata.org/grapher/global-capture-fishery-production,https://ourworldindata.org/grapher/global-fishery-catch-by-sector,https://ourworldindata.org/grapher/hypothetical-global-meat-demand,https://ourworldindata.org/grapher/global-meat-production,https://ourworldindata.org/grapher/global-wild-fishery-catch-by-sector,https://ourworldindata.org/grapher/livestock-counts,https://ourworldindata.org/grapher/meat-consumption-vs-gdp-per-capita,https://ourworldindata.org/grapher/meat-production-tonnes,https://ourworldindata.org/grapher/global-meat-production-by-livestock-type,https://ourworldindata.org/grapher/meat-supply-per-person,https://ourworldindata.org/grapher/milk-yields-per-animal,https://ourworldindata.org/grapher/milk-production-tonnes,https://ourworldindata.org/grapher/milk-production,https://ourworldindata.org/grapher/animals-slaughtered-for-meat,https://ourworldindata.org/grapher/cattle-livestock-count-heads,https://ourworldindata.org/grapher/pig-livestock-count-heads,https://ourworldindata.org/grapher/poultry-livestock-count,https://ourworldindata.org/grapher/per-capita-egg-consumption-kilograms-per-year,https://ourworldindata.org/grapher/per-capita-meat-consumption-by-type-kilograms-per-year,https://ourworldindata.org/grapher/per-capita-meat-type,https://ourworldindata.org/grapher/per-capita-meat-eu28,https://ourworldindata.org/grapher/per-capita-meat-usa,https://ourworldindata.org/grapher/per-capita-milk-consumption,https://ourworldindata.org/grapher/per-capita-milk-vs-gdp,https://ourworldindata.org/grapher/pig-yields-meat-per-animal-in-hectograms-100-grams,https://ourworldindata.org/grapher/pigmeat-production-tonnes,https://ourworldindata.org/grapher/poultry-yields-meat-per-animal,https://ourworldindata.org/grapher/poultry-production-tonnes,https://ourworldindata.org/grapher/protein-efficiency-of-meat-and-dairy-production,https://ourworldindata.org/grapher/seafood-and-fish-production-thousand-tonnes,https://ourworldindata.org/grapher/capture-fisheries-vs-aquaculture,https://ourworldindata.org/grapher/capture-and-aquaculture-production,https://ourworldindata.org/grapher/share-cereals-animal-feed,https://ourworldindata.org/grapher/eggs-free-range,https://ourworldindata.org/grapher/share-of-protein-supply-from-animal-based-foods-vs-gdp-per-capita,https://ourworldindata.org/grapher/fish-stocks-within-sustainable-levels,https://ourworldindata.org/grapher/egg-production-system
Media,https://ourworldindata.org/grapher/share-guardian-media-coverage,https://ourworldindata.org/grapher/death-coverage-in-nyt,https://ourworldindata.org/grapher/relative-share-of-google-searches-for-causes-of-death
Mental Health,https://ourworldindata.org/grapher/anxiety-disorder-dalys-age-standardized-rate,https://ourworldindata.org/grapher/bipolar-disorder-dalys-age-rate,https://ourworldindata.org/grapher/daly-rates-from-anxiety-disorders-by-age,https://ourworldindata.org/grapher/daly-rates-from-bipolar-disorder-by-age,https://ourworldindata.org/grapher/daly-rates-from-schizophrenia-by-age,https://ourworldindata.org/grapher/dalys-rate-mental-and-neurodevelopmental-disorders,https://ourworldindata.org/grapher/dalys-from-eating-disorders-by-age,https://ourworldindata.org/grapher/dalys-from-mental-and-substance-disorder-by-age,https://ourworldindata.org/grapher/dalys-from-mental-health-and-substance-use-disorders,https://ourworldindata.org/grapher/daly-from-mental-health-and-substance-use-disorders,https://ourworldindata.org/grapher/death-rates-from-eating-disorders,https://ourworldindata.org/grapher/death-rates-from-mental-health-and-substance-use-disorders,https://ourworldindata.org/grapher/death-rates-from-mental-and-substance-disorders-by-age,https://ourworldindata.org/grapher/deaths-from-eating-disorders,https://ourworldindata.org/grapher/annual-deaths-from-mental-and-substance-use-disorders,https://ourworldindata.org/grapher/depression-by-level-of-education-employment,https://ourworldindata.org/grapher/depression-daly-rates-by-age,https://ourworldindata.org/grapher/dalys-depression-age-std-rate,https://ourworldindata.org/grapher/disability-adjusted-life-years-major-depressive-disorders-age-std-rate,https://ourworldindata.org/grapher/disability-adjusted-life-years-mental-and-abuse-disorders-age-std-rate,https://ourworldindata.org/grapher/eating-disorder-dalys-rate,https://ourworldindata.org/grapher/mental-and-substance-use-as-share-of-disease,https://ourworldindata.org/grapher/mental-health-share-of-total-disease-burden,https://ourworldindata.org/grapher/number-with-an-eating-disorder,https://ourworldindata.org/grapher/number-with-eating-disorder-country,https://ourworldindata.org/grapher/number-with-anxiety-disorders,https://ourworldindata.org/grapher/number-with-anxiety-disorders-country,https://ourworldindata.org/grapher/number-with-adhd,https://ourworldindata.org/grapher/number-of-people-with-bipolar-disorder,https://ourworldindata.org/grapher/number-with-bipolar-disorder-country,https://ourworldindata.org/grapher/number-of-people-with-depression,https://ourworldindata.org/grapher/number-with-depression-by-country,https://ourworldindata.org/grapher/number-suffering-from-depression-by-region,https://ourworldindata.org/grapher/number-with-developmental-intellectual-disability,https://ourworldindata.org/grapher/number-with-mental-and-substance-use-disorders,https://ourworldindata.org/grapher/number-with-mental-health-disorders-by-sex,https://ourworldindata.org/grapher/people-with-mental-health-disorders,https://ourworldindata.org/grapher/number-with-schizophrenia,https://ourworldindata.org/grapher/number-of-people-with-schizophrenia-country,https://ourworldindata.org/grapher/number-with-mental-and-neurodevelopmental-disorders-by-type,https://ourworldindata.org/grapher/number-with-anorexia-and-bulimia-nervosa,https://ourworldindata.org/grapher/prevalence-by-mental-and-substance-use-disorder,https://ourworldindata.org/grapher/prevalence-adhd-in-males-vs-females,https://ourworldindata.org/grapher/prevalence-of-dementias,https://ourworldindata.org/grapher/prevalence-of-anorexia-vs-gdp-per-capita,https://ourworldindata.org/grapher/prevalence-of-anxiety-disorders-by-age,https://ourworldindata.org/grapher/anxiety-disorders-vs-gdp,https://ourworldindata.org/grapher/anxiety-disorders-vs-income-inequality,https://ourworldindata.org/grapher/prevalence-of-anxiety-disorders-males-vs-females,https://ourworldindata.org/grapher/prevalence-of-bipolar-disorder-by-age,https://ourworldindata.org/grapher/prevalence-of-bipolar-disorder-in-males-vs-females,https://ourworldindata.org/grapher/prevalence-of-depression-by-age,https://ourworldindata.org/grapher/prevalence-of-depression-males-vs-females,https://ourworldindata.org/grapher/prevalence-intellectual-disability-males-vs-females,https://ourworldindata.org/grapher/prevalence-of-eating-disorders-by-age,https://ourworldindata.org/grapher/prevalence-of-eating-disorders-in-males-vs-females,https://ourworldindata.org/grapher/prevalence-of-mental-and-substance-disorders-by-age,https://ourworldindata.org/grapher/prevalence-of-schizophrenia-by-age,https://ourworldindata.org/grapher/prevalence-of-schizophrenia-in-males-vs-females,https://ourworldindata.org/grapher/schizophrenia-dalys-rate,https://ourworldindata.org/grapher/share-with-an-eating-disorder,https://ourworldindata.org/grapher/share-with-anxiety-disorders,https://ourworldindata.org/grapher/share-of-population-with-adhd,https://ourworldindata.org/grapher/share-with-bipolar-disorder,https://ourworldindata.org/grapher/depression-ihme-vs-who,https://ourworldindata.org/grapher/share-with-idiopathic-developmental-intellectual-disability,https://ourworldindata.org/grapher/share-with-developmental-intellectual-disability-vs-gdp,https://ourworldindata.org/grapher/share-with-mental-and-substance-disorders,https://ourworldindata.org/grapher/share-with-mental-health-or-development-disorder,https://ourworldindata.org/grapher/share-with-mental-health-males-vs-females,https://ourworldindata.org/grapher/share-with-mental-or-substance-disorders-by-sex,https://ourworldindata.org/grapher/share-with-schizophrenia,https://ourworldindata.org/grapher/share-of-population-with-schizophrenia,https://ourworldindata.org/grapher/share-with-depression,https://ourworldindata.org/grapher/share-of-total-disease-burden-by-cause,https://ourworldindata.org/grapher/suicide-rates-vs-prevalence-of-mental-and-substance-use-disorders,https://ourworldindata.org/grapher/suicide-rates-vs-prevalence-of-depression
